PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex,Cabin,Embarked
383.0,0.0,3.0,32.0,0.0,0.0,7.925,male,A10,S
384.0,1.0,1.0,35.0,1.0,0.0,52.0,female,A10,S
385.0,0.0,3.0,29.332570072300882,0.0,0.0,7.8958,male,A10,S
386.0,0.0,2.0,18.0,0.0,0.0,73.5,male,A10,S
387.0,0.0,3.0,1.0,5.0,2.0,46.9,male,A10,S
388.0,1.0,2.0,36.0,0.0,0.0,13.0,female,A10,S
389.0,0.0,3.0,24.93839658970386,0.0,0.0,7.7292,male,A10,Q
390.0,1.0,2.0,17.0,0.0,0.0,12.0,female,A10,C
391.0,1.0,1.0,36.0,1.0,2.0,120.0,male,B96 B98,S
392.0,1.0,3.0,21.0,0.0,0.0,7.7958,male,A10,S
393.0,0.0,3.0,28.0,2.0,0.0,7.925,male,A10,S
394.0,1.0,1.0,23.0,1.0,0.0,113.275,female,D36,C
395.0,1.0,3.0,24.0,0.0,2.0,16.7,female,G6,S
396.0,0.0,3.0,22.0,0.0,0.0,7.7958,male,A10,S
397.0,0.0,3.0,31.0,0.0,0.0,7.8542,female,A10,S
398.0,0.0,2.0,46.0,0.0,0.0,26.0,male,A10,S
399.0,0.0,2.0,23.0,0.0,0.0,10.5,male,A10,S
400.0,1.0,2.0,28.0,0.0,0.0,12.65,female,A10,S
401.0,1.0,3.0,39.0,0.0,0.0,7.925,male,A10,S
402.0,0.0,3.0,26.0,0.0,0.0,8.05,male,A10,S
403.0,0.0,3.0,21.0,1.0,0.0,9.825,female,A10,S
404.0,0.0,3.0,28.0,1.0,0.0,15.85,male,A10,S
405.0,0.0,3.0,20.0,0.0,0.0,8.6625,female,A10,S
406.0,0.0,2.0,34.0,1.0,0.0,21.0,male,A10,S
407.0,0.0,3.0,51.0,0.0,0.0,7.75,male,A10,S
408.0,1.0,2.0,3.0,1.0,1.0,18.75,male,A10,S
409.0,0.0,3.0,21.0,0.0,0.0,7.775,male,A10,S
410.0,0.0,3.0,21.880873845332534,3.0,1.0,25.4667,female,A10,S
411.0,0.0,3.0,28.79629105113304,0.0,0.0,7.8958,male,A10,S
412.0,0.0,3.0,33.27015798341206,0.0,0.0,6.8583,male,A10,Q
413.0,1.0,1.0,33.0,1.0,0.0,90.0,female,C78,Q
414.0,0.0,2.0,34.37109079668177,0.0,0.0,0.0,male,A10,S
415.0,1.0,3.0,44.0,0.0,0.0,7.925,male,A10,S
416.0,0.0,3.0,38.27156213045206,0.0,0.0,8.05,female,A10,S
417.0,1.0,2.0,34.0,1.0,1.0,32.5,female,A10,S
418.0,1.0,2.0,18.0,0.0,2.0,13.0,female,A10,S
419.0,0.0,2.0,30.0,0.0,0.0,13.0,male,A10,S
420.0,0.0,3.0,10.0,0.0,2.0,24.15,female,A10,S
421.0,0.0,3.0,24.700937249164184,0.0,0.0,7.8958,male,A10,C
422.0,0.0,3.0,21.0,0.0,0.0,7.7333,male,A10,Q
423.0,0.0,3.0,29.0,0.0,0.0,7.875,male,A10,S
424.0,0.0,3.0,28.0,1.0,1.0,14.4,female,A10,S
425.0,0.0,3.0,18.0,1.0,1.0,20.2125,male,A10,S
426.0,0.0,3.0,27.051946865668118,0.0,0.0,7.25,male,A10,S
427.0,1.0,2.0,28.0,1.0,0.0,26.0,female,A10,S
428.0,1.0,2.0,19.0,0.0,0.0,26.0,female,A10,S
429.0,0.0,3.0,28.913735897838638,0.0,0.0,7.75,male,A10,Q
430.0,1.0,3.0,32.0,0.0,0.0,8.05,male,E10,S
431.0,1.0,1.0,28.0,0.0,0.0,26.55,male,C52,S
432.0,1.0,3.0,24.04253295752123,1.0,0.0,16.1,female,A10,S
433.0,1.0,2.0,42.0,1.0,0.0,26.0,female,A10,S
434.0,0.0,3.0,17.0,0.0,0.0,7.125,male,A10,S
435.0,0.0,1.0,50.0,1.0,0.0,55.9,male,E44,S
436.0,1.0,1.0,14.0,1.0,2.0,120.0,female,B96 B98,S
437.0,0.0,3.0,21.0,2.0,2.0,34.375,female,A10,S
438.0,1.0,2.0,24.0,2.0,3.0,18.75,female,A10,S
439.0,0.0,1.0,64.0,1.0,4.0,263.0,male,C23 C25 C27,S
440.0,0.0,2.0,31.0,0.0,0.0,10.5,male,A10,S
441.0,1.0,2.0,45.0,1.0,1.0,26.25,female,A10,S
442.0,0.0,3.0,20.0,0.0,0.0,9.5,male,A10,S
443.0,0.0,3.0,25.0,1.0,0.0,7.775,male,A10,S
444.0,1.0,2.0,28.0,0.0,0.0,13.0,female,A10,S
445.0,1.0,3.0,24.399744103398316,0.0,0.0,8.1125,male,A10,S
446.0,1.0,1.0,4.0,0.0,2.0,81.8583,male,A34,S
447.0,1.0,2.0,13.0,0.0,1.0,19.5,female,A10,S
448.0,1.0,1.0,34.0,0.0,0.0,26.55,male,A10,S
449.0,1.0,3.0,5.0,2.0,1.0,19.2583,female,A10,C
450.0,1.0,1.0,52.0,0.0,0.0,30.5,male,C104,S
451.0,0.0,2.0,36.0,1.0,2.0,27.75,male,A10,S
452.0,0.0,3.0,16.104790347179797,1.0,0.0,19.9667,male,A10,S
453.0,0.0,1.0,30.0,0.0,0.0,27.75,male,C111,C
454.0,1.0,1.0,49.0,1.0,0.0,89.1042,male,C92,C
455.0,0.0,3.0,32.57512371515179,0.0,0.0,8.05,male,A10,S
456.0,1.0,3.0,29.0,0.0,0.0,7.8958,male,A10,C
457.0,0.0,1.0,65.0,0.0,0.0,26.55,male,E38,S
458.0,1.0,1.0,40.409043111474496,1.0,0.0,51.8625,female,D21,S
459.0,1.0,2.0,50.0,0.0,0.0,10.5,female,A10,S
460.0,0.0,3.0,37.72613811691741,0.0,0.0,7.75,male,A10,Q
461.0,1.0,1.0,48.0,0.0,0.0,26.55,male,E12,S
462.0,0.0,3.0,34.0,0.0,0.0,8.05,male,A10,S
463.0,0.0,1.0,47.0,0.0,0.0,38.5,male,E63,S
464.0,0.0,2.0,48.0,0.0,0.0,13.0,male,A10,S
465.0,0.0,3.0,38.28043555489542,0.0,0.0,8.05,male,A10,S
466.0,0.0,3.0,38.0,0.0,0.0,7.05,male,A10,S
467.0,0.0,2.0,34.282309691084386,0.0,0.0,0.0,male,A10,S
468.0,0.0,1.0,56.0,0.0,0.0,26.55,male,A10,S
469.0,0.0,3.0,36.880985757733335,0.0,0.0,7.725,male,A10,Q
470.0,1.0,3.0,0.75,2.0,1.0,19.2583,female,A10,C
471.0,0.0,3.0,35.60050305766486,0.0,0.0,7.25,male,A10,S
472.0,0.0,3.0,38.0,0.0,0.0,8.6625,male,A10,S
473.0,1.0,2.0,33.0,1.0,2.0,27.75,female,A10,S
474.0,1.0,2.0,23.0,0.0,0.0,13.7917,female,D,C
475.0,0.0,3.0,22.0,0.0,0.0,9.8375,female,A10,S
476.0,0.0,1.0,28.67576797224107,0.0,0.0,52.0,male,A14,S
477.0,0.0,2.0,34.0,1.0,0.0,21.0,male,A10,S
478.0,0.0,3.0,29.0,1.0,0.0,7.0458,male,A10,S
479.0,0.0,3.0,22.0,0.0,0.0,7.5208,male,A10,S
480.0,1.0,3.0,2.0,0.0,1.0,12.2875,female,A10,S
481.0,0.0,3.0,9.0,5.0,2.0,46.9,male,A10,S
482.0,0.0,2.0,37.79088209093573,0.0,0.0,0.0,male,A10,S
483.0,0.0,3.0,50.0,0.0,0.0,8.05,male,A10,S
484.0,1.0,3.0,63.0,0.0,0.0,9.5875,female,A10,S
485.0,1.0,1.0,25.0,1.0,0.0,91.0792,male,B49,C
486.0,0.0,3.0,44.075770050194116,3.0,1.0,25.4667,female,A10,S
487.0,1.0,1.0,35.0,1.0,0.0,90.0,female,C93,S
488.0,0.0,1.0,58.0,0.0,0.0,29.7,male,B37,C
489.0,0.0,3.0,30.0,0.0,0.0,8.05,male,A10,S
490.0,1.0,3.0,9.0,1.0,1.0,15.9,male,A10,S
491.0,0.0,3.0,21.727398213601376,1.0,0.0,19.9667,male,A10,S
492.0,0.0,3.0,21.0,0.0,0.0,7.25,male,A10,S
493.0,0.0,1.0,55.0,0.0,0.0,30.5,male,C30,S
494.0,0.0,1.0,71.0,0.0,0.0,49.5042,male,A10,C
495.0,0.0,3.0,21.0,0.0,0.0,8.05,male,A10,S
496.0,0.0,3.0,17.802736534384202,0.0,0.0,14.4583,male,A10,C
497.0,1.0,1.0,54.0,1.0,0.0,78.2667,female,D20,C
498.0,0.0,3.0,21.353151276123203,0.0,0.0,15.1,male,A10,S
499.0,0.0,1.0,25.0,1.0,2.0,151.55,female,C22 C26,S
500.0,0.0,3.0,24.0,0.0,0.0,7.7958,male,A10,S
501.0,0.0,3.0,17.0,0.0,0.0,8.6625,male,A10,S
502.0,0.0,3.0,21.0,0.0,0.0,7.75,female,A10,Q
503.0,0.0,3.0,22.686382083803096,0.0,0.0,7.6292,female,A10,Q
504.0,0.0,3.0,37.0,0.0,0.0,9.5875,female,A10,S
505.0,1.0,1.0,16.0,0.0,0.0,86.5,female,B79,S
506.0,0.0,1.0,18.0,1.0,0.0,108.9,male,C65,C
507.0,1.0,2.0,33.0,0.0,2.0,26.0,female,A10,S
508.0,1.0,1.0,33.13057992485862,0.0,0.0,26.55,male,A10,S
509.0,0.0,3.0,28.0,0.0,0.0,22.525,male,A10,S
510.0,1.0,3.0,26.0,0.0,0.0,56.4958,male,A10,S
511.0,1.0,3.0,29.0,0.0,0.0,7.75,male,A10,Q
512.0,0.0,3.0,28.42808714394126,0.0,0.0,8.05,male,A10,S
513.0,1.0,1.0,36.0,0.0,0.0,26.2875,male,E25,S
514.0,1.0,1.0,54.0,1.0,0.0,59.4,female,A10,C
515.0,0.0,3.0,24.0,0.0,0.0,7.4958,male,A10,S
516.0,0.0,1.0,47.0,0.0,0.0,34.0208,male,D46,S
517.0,1.0,2.0,34.0,0.0,0.0,10.5,female,F33,S
518.0,0.0,3.0,35.89975162759247,0.0,0.0,24.15,male,A10,Q
519.0,1.0,2.0,36.0,1.0,0.0,26.0,female,A10,S
520.0,0.0,3.0,32.0,0.0,0.0,7.8958,male,A10,S
521.0,1.0,1.0,30.0,0.0,0.0,93.5,female,B73,S
522.0,0.0,3.0,22.0,0.0,0.0,7.8958,male,A10,S
523.0,0.0,3.0,29.295574134508087,0.0,0.0,7.225,male,A10,C
524.0,1.0,1.0,44.0,0.0,1.0,57.9792,female,B18,C
525.0,0.0,3.0,37.58905610523816,0.0,0.0,7.2292,male,A10,C
526.0,0.0,3.0,40.5,0.0,0.0,7.75,male,A10,Q
527.0,1.0,2.0,50.0,0.0,0.0,10.5,female,A10,S
528.0,0.0,1.0,33.128378245191705,0.0,0.0,221.7792,male,C95,S
529.0,0.0,3.0,39.0,0.0,0.0,7.925,male,A10,S
530.0,0.0,2.0,23.0,2.0,1.0,11.5,male,A10,S
531.0,1.0,2.0,2.0,1.0,1.0,26.0,female,A10,S
532.0,0.0,3.0,23.57774829313771,0.0,0.0,7.2292,male,A10,C
533.0,0.0,3.0,17.0,1.0,1.0,7.2292,male,A10,C
534.0,1.0,3.0,15.777602992136217,0.0,2.0,22.3583,female,A10,C
535.0,0.0,3.0,30.0,0.0,0.0,8.6625,female,A10,S
536.0,1.0,2.0,7.0,0.0,2.0,26.25,female,A10,S
537.0,0.0,1.0,45.0,0.0,0.0,26.55,male,B38,S
538.0,1.0,1.0,30.0,0.0,0.0,106.425,female,A10,C
539.0,0.0,3.0,27.64875434591553,0.0,0.0,14.5,male,A10,S
540.0,1.0,1.0,22.0,0.0,2.0,49.5,female,B39,C
541.0,1.0,1.0,36.0,0.0,2.0,71.0,female,B22,S
542.0,0.0,3.0,9.0,4.0,2.0,31.275,female,A10,S
543.0,0.0,3.0,11.0,4.0,2.0,31.275,female,A10,S
544.0,1.0,2.0,32.0,1.0,0.0,26.0,male,A10,S
545.0,0.0,1.0,50.0,1.0,0.0,106.425,male,C86,C
546.0,0.0,1.0,64.0,0.0,0.0,26.0,male,A10,S
547.0,1.0,2.0,19.0,1.0,0.0,26.0,female,A10,S
548.0,1.0,2.0,30.340581982825263,0.0,0.0,13.8625,male,A10,C
549.0,0.0,3.0,33.0,1.0,1.0,20.525,male,A10,S
550.0,1.0,2.0,8.0,1.0,1.0,36.75,male,A10,S
551.0,1.0,1.0,17.0,0.0,2.0,110.8833,male,C70,C
552.0,0.0,2.0,27.0,0.0,0.0,26.0,male,A10,S
553.0,0.0,3.0,22.9735607874624,0.0,0.0,7.8292,male,A10,Q
554.0,1.0,3.0,22.0,0.0,0.0,7.225,male,A10,C
555.0,1.0,3.0,22.0,0.0,0.0,7.775,female,A10,S
556.0,0.0,1.0,62.0,0.0,0.0,26.55,male,A10,S
557.0,1.0,1.0,48.0,1.0,0.0,39.6,female,A16,C
558.0,0.0,1.0,33.879680218793226,0.0,0.0,227.525,male,A10,C
559.0,1.0,1.0,39.0,1.0,1.0,79.65,female,E67,S
560.0,1.0,3.0,36.0,1.0,0.0,17.4,female,A10,S
561.0,0.0,3.0,36.159420348101946,0.0,0.0,7.75,male,A10,Q
562.0,0.0,3.0,40.0,0.0,0.0,7.8958,male,A10,S
563.0,0.0,2.0,28.0,0.0,0.0,13.5,male,A10,S
564.0,0.0,3.0,34.17640212670846,0.0,0.0,8.05,male,A10,S
565.0,0.0,3.0,29.39504788398869,0.0,0.0,8.05,female,A10,S
566.0,0.0,3.0,24.0,2.0,0.0,24.15,male,A10,S
567.0,0.0,3.0,19.0,0.0,0.0,7.8958,male,A10,S
568.0,0.0,3.0,29.0,0.0,4.0,21.075,female,A10,S
569.0,0.0,3.0,30.606958845947542,0.0,0.0,7.2292,male,A10,C
570.0,1.0,3.0,32.0,0.0,0.0,7.8542,male,A10,S
571.0,1.0,2.0,62.0,0.0,0.0,10.5,male,A10,S
572.0,1.0,1.0,53.0,2.0,0.0,51.4792,female,C101,S
573.0,1.0,1.0,36.0,0.0,0.0,26.3875,male,E25,S
574.0,1.0,3.0,28.186099072280033,0.0,0.0,7.75,female,A10,Q
575.0,0.0,3.0,16.0,0.0,0.0,8.05,male,A10,S
576.0,0.0,3.0,19.0,0.0,0.0,14.5,male,A10,S
577.0,1.0,2.0,34.0,0.0,0.0,13.0,female,A10,S
578.0,1.0,1.0,39.0,1.0,0.0,55.9,female,E44,S
579.0,0.0,3.0,28.254685105157442,1.0,0.0,14.4583,female,A10,C
580.0,1.0,3.0,32.0,0.0,0.0,7.925,male,A10,S
581.0,1.0,2.0,25.0,1.0,1.0,30.0,female,A10,S
582.0,1.0,1.0,39.0,1.0,1.0,110.8833,female,C68,C
583.0,0.0,2.0,54.0,0.0,0.0,26.0,male,A10,S
584.0,0.0,1.0,36.0,0.0,0.0,40.125,male,A10,C
585.0,0.0,3.0,32.49459455218539,0.0,0.0,8.7125,male,A10,C
586.0,1.0,1.0,18.0,0.0,2.0,79.65,female,E68,S
587.0,0.0,2.0,47.0,0.0,0.0,15.0,male,A10,S
588.0,1.0,1.0,60.0,1.0,1.0,79.2,male,B41,C
589.0,0.0,3.0,22.0,0.0,0.0,8.05,male,A10,S
590.0,0.0,3.0,28.06513513994601,0.0,0.0,8.05,male,A10,S
591.0,0.0,3.0,35.0,0.0,0.0,7.125,male,A10,S
592.0,1.0,1.0,52.0,1.0,0.0,78.2667,female,D20,C
593.0,0.0,3.0,47.0,0.0,0.0,7.25,male,A10,S
594.0,0.0,3.0,40.31958769070375,0.0,2.0,7.75,female,A10,Q
595.0,0.0,2.0,37.0,1.0,0.0,26.0,male,A10,S
596.0,0.0,3.0,36.0,1.0,1.0,24.15,male,A10,S
597.0,1.0,2.0,31.732174274384057,0.0,0.0,33.0,female,A10,S
598.0,0.0,3.0,49.0,0.0,0.0,0.0,male,A10,S
599.0,0.0,3.0,42.39734291230377,0.0,0.0,7.225,male,A10,C
600.0,1.0,1.0,49.0,1.0,0.0,56.9292,male,A20,C
601.0,1.0,2.0,24.0,2.0,1.0,27.0,female,A10,S
602.0,0.0,3.0,42.27059169688633,0.0,0.0,7.8958,male,A10,S
603.0,0.0,1.0,27.888177218485588,0.0,0.0,42.4,male,A10,S
604.0,0.0,3.0,44.0,0.0,0.0,8.05,male,A10,S
605.0,1.0,1.0,35.0,0.0,0.0,26.55,male,A10,C
606.0,0.0,3.0,36.0,1.0,0.0,15.55,male,A10,S
607.0,0.0,3.0,30.0,0.0,0.0,7.8958,male,A10,S
608.0,1.0,1.0,27.0,0.0,0.0,30.5,male,A10,S
609.0,1.0,2.0,22.0,1.0,2.0,41.5792,female,A10,C
610.0,1.0,1.0,40.0,0.0,0.0,153.4625,female,C125,S
611.0,0.0,3.0,39.0,1.0,5.0,31.275,female,A10,S
612.0,0.0,3.0,33.9680962293885,0.0,0.0,7.05,male,A10,S
613.0,1.0,3.0,31.391927195131792,1.0,0.0,15.5,female,A10,Q
614.0,0.0,3.0,33.962445432564245,0.0,0.0,7.75,male,A10,Q
615.0,0.0,3.0,35.0,0.0,0.0,8.05,male,A10,S
616.0,1.0,2.0,24.0,1.0,2.0,65.0,female,A10,S
617.0,0.0,3.0,34.0,1.0,1.0,14.4,male,A10,S
618.0,0.0,3.0,26.0,1.0,0.0,16.1,female,A10,S
619.0,1.0,2.0,4.0,2.0,1.0,39.0,female,F4,S
620.0,0.0,2.0,26.0,0.0,0.0,10.5,male,A10,S
621.0,0.0,3.0,27.0,1.0,0.0,14.4542,male,A10,C
622.0,1.0,1.0,42.0,1.0,0.0,52.5542,male,D19,S
623.0,1.0,3.0,20.0,1.0,1.0,15.7417,male,A10,C
624.0,0.0,3.0,21.0,0.0,0.0,7.8542,male,A10,S
625.0,0.0,3.0,21.0,0.0,0.0,16.1,male,A10,S
626.0,0.0,1.0,61.0,0.0,0.0,32.3208,male,D50,S
627.0,0.0,2.0,57.0,0.0,0.0,12.35,male,A10,Q
628.0,1.0,1.0,21.0,0.0,0.0,77.9583,female,D9,S
629.0,0.0,3.0,26.0,0.0,0.0,7.8958,male,A10,S
630.0,0.0,3.0,34.60571853513596,0.0,0.0,7.7333,male,A10,Q
631.0,1.0,1.0,80.0,0.0,0.0,30.0,male,A23,S
632.0,0.0,3.0,51.0,0.0,0.0,7.0542,male,A10,S
633.0,1.0,1.0,32.0,0.0,0.0,30.5,male,B50,C
634.0,0.0,1.0,33.64092528590226,0.0,0.0,0.0,male,A10,S
635.0,0.0,3.0,9.0,3.0,2.0,27.9,female,A10,S
636.0,1.0,2.0,28.0,0.0,0.0,13.0,female,A10,S
637.0,0.0,3.0,32.0,0.0,0.0,7.925,male,A10,S
638.0,0.0,2.0,31.0,1.0,1.0,26.25,male,A10,S
639.0,0.0,3.0,41.0,0.0,5.0,39.6875,female,A10,S
640.0,0.0,3.0,20.64354400834931,1.0,0.0,16.1,male,A10,S
641.0,0.0,3.0,20.0,0.0,0.0,7.8542,male,A10,S
642.0,1.0,1.0,24.0,0.0,0.0,69.3,female,B35,C
643.0,0.0,3.0,2.0,3.0,2.0,27.9,female,A10,S
644.0,1.0,3.0,35.44012775600807,0.0,0.0,56.4958,male,A10,S
645.0,1.0,3.0,0.75,2.0,1.0,19.2583,female,A10,C
646.0,1.0,1.0,48.0,1.0,0.0,76.7292,male,D33,C
647.0,0.0,3.0,19.0,0.0,0.0,7.8958,male,A10,S
648.0,1.0,1.0,56.0,0.0,0.0,35.5,male,A26,C
649.0,0.0,3.0,20.87358290824112,0.0,0.0,7.55,male,A10,S
650.0,1.0,3.0,23.0,0.0,0.0,7.55,female,A10,S
651.0,0.0,3.0,21.405316266817596,0.0,0.0,7.8958,male,A10,S
652.0,1.0,2.0,18.0,0.0,1.0,23.0,female,A10,S
653.0,0.0,3.0,21.0,0.0,0.0,8.4333,male,A10,S
654.0,1.0,3.0,19.51178501141904,0.0,0.0,7.8292,female,A10,Q
655.0,0.0,3.0,18.0,0.0,0.0,6.75,female,A10,Q
656.0,0.0,2.0,24.0,2.0,0.0,73.5,male,A10,S
657.0,0.0,3.0,23.86937328906734,0.0,0.0,7.8958,male,A10,S
658.0,0.0,3.0,32.0,1.0,1.0,15.5,female,A10,Q
659.0,0.0,2.0,23.0,0.0,0.0,13.0,male,A10,S
660.0,0.0,1.0,58.0,0.0,2.0,113.275,male,D48,C
661.0,1.0,1.0,50.0,2.0,0.0,133.65,male,A10,S
662.0,0.0,3.0,40.0,0.0,0.0,7.225,male,A10,C
663.0,0.0,1.0,47.0,0.0,0.0,25.5875,male,E58,S
664.0,0.0,3.0,36.0,0.0,0.0,7.4958,male,A10,S
665.0,1.0,3.0,20.0,1.0,0.0,7.925,male,A10,S
666.0,0.0,2.0,32.0,2.0,0.0,73.5,male,A10,S
667.0,0.0,2.0,25.0,0.0,0.0,13.0,male,A10,S
668.0,0.0,3.0,40.96924845586224,0.0,0.0,7.775,male,A10,S
669.0,0.0,3.0,43.0,0.0,0.0,8.05,male,A10,S
670.0,1.0,1.0,31.372951567429546,1.0,0.0,52.0,female,C126,S
671.0,1.0,2.0,40.0,1.0,1.0,39.0,female,A10,S
672.0,0.0,1.0,31.0,1.0,0.0,52.0,male,B71,S
673.0,0.0,2.0,70.0,0.0,0.0,10.5,male,A10,S
674.0,1.0,2.0,31.0,0.0,0.0,13.0,male,A10,S
675.0,0.0,2.0,31.682805307797402,0.0,0.0,0.0,male,A10,S
676.0,0.0,3.0,18.0,0.0,0.0,7.775,male,A10,S
677.0,0.0,3.0,24.5,0.0,0.0,8.05,male,A10,S
678.0,1.0,3.0,18.0,0.0,0.0,9.8417,female,A10,S
679.0,0.0,3.0,43.0,1.0,6.0,46.9,female,A10,S
680.0,1.0,1.0,36.0,0.0,1.0,512.3292,male,B51 B53 B55,C
681.0,0.0,3.0,20.01644104899415,0.0,0.0,8.1375,female,A10,Q
682.0,1.0,1.0,27.0,0.0,0.0,76.7292,male,D49,C
683.0,0.0,3.0,20.0,0.0,0.0,9.225,male,A10,S
684.0,0.0,3.0,14.0,5.0,2.0,46.9,male,A10,S
685.0,0.0,2.0,60.0,1.0,1.0,39.0,male,A10,S
686.0,0.0,2.0,25.0,1.0,2.0,41.5792,male,A10,C
687.0,0.0,3.0,14.0,4.0,1.0,39.6875,male,A10,S
688.0,0.0,3.0,19.0,0.0,0.0,10.1708,male,A10,S
689.0,0.0,3.0,18.0,0.0,0.0,7.7958,male,A10,S
690.0,1.0,1.0,15.0,0.0,1.0,211.3375,female,B5,S
691.0,1.0,1.0,31.0,1.0,0.0,57.0,male,B20,S
692.0,1.0,3.0,4.0,0.0,1.0,13.4167,female,A10,C
693.0,1.0,3.0,29.93740810971709,0.0,0.0,56.4958,male,A10,S
694.0,0.0,3.0,25.0,0.0,0.0,7.225,male,A10,C
695.0,0.0,1.0,60.0,0.0,0.0,26.55,male,A10,S
696.0,0.0,2.0,52.0,0.0,0.0,13.5,male,A10,S
697.0,0.0,3.0,44.0,0.0,0.0,8.05,male,A10,S
698.0,1.0,3.0,40.11893148876293,0.0,0.0,7.7333,female,A10,Q
699.0,0.0,1.0,49.0,1.0,1.0,110.8833,male,C68,C
700.0,0.0,3.0,42.0,0.0,0.0,7.65,male,F G63,S
701.0,1.0,1.0,18.0,1.0,0.0,227.525,female,C62 C64,C
702.0,1.0,1.0,35.0,0.0,0.0,26.2875,male,E24,S
703.0,0.0,3.0,18.0,0.0,1.0,14.4542,female,A10,C
704.0,0.0,3.0,25.0,0.0,0.0,7.7417,male,A10,Q
705.0,0.0,3.0,26.0,1.0,0.0,7.8542,male,A10,S
706.0,0.0,2.0,39.0,0.0,0.0,26.0,male,A10,S
707.0,1.0,2.0,45.0,0.0,0.0,13.5,female,A10,S
708.0,1.0,1.0,42.0,0.0,0.0,26.2875,male,E24,S
709.0,1.0,1.0,22.0,0.0,0.0,151.55,female,A10,S
710.0,1.0,3.0,38.56810904677751,1.0,1.0,15.2458,male,A10,C
711.0,1.0,1.0,24.0,0.0,0.0,49.5042,female,C90,C
712.0,0.0,1.0,38.29534976507853,0.0,0.0,26.55,male,C124,S
713.0,1.0,1.0,48.0,1.0,0.0,52.0,male,C126,S
714.0,0.0,3.0,29.0,0.0,0.0,9.4833,male,A10,S
715.0,0.0,2.0,52.0,0.0,0.0,13.0,male,A10,S
716.0,0.0,3.0,19.0,0.0,0.0,7.65,male,F G73,S
717.0,1.0,1.0,38.0,0.0,0.0,227.525,female,C45,C
718.0,1.0,2.0,27.0,0.0,0.0,10.5,female,E101,S
719.0,0.0,3.0,40.15497659287883,0.0,0.0,15.5,male,A10,Q
720.0,0.0,3.0,33.0,0.0,0.0,7.775,male,A10,S
721.0,1.0,2.0,6.0,0.0,1.0,33.0,female,A10,S
722.0,0.0,3.0,17.0,1.0,0.0,7.0542,male,A10,S
723.0,0.0,2.0,34.0,0.0,0.0,13.0,male,A10,S
724.0,0.0,2.0,50.0,0.0,0.0,13.0,male,A10,S
725.0,1.0,1.0,27.0,1.0,0.0,53.1,male,E8,S
726.0,0.0,3.0,20.0,0.0,0.0,8.6625,male,A10,S
727.0,1.0,2.0,30.0,3.0,0.0,21.0,female,A10,S
728.0,1.0,3.0,24.862925940077215,0.0,0.0,7.7375,female,A10,Q
729.0,0.0,2.0,25.0,1.0,0.0,26.0,male,A10,S
730.0,0.0,3.0,25.0,1.0,0.0,7.925,female,A10,S
731.0,1.0,1.0,29.0,0.0,0.0,211.3375,female,B5,S
732.0,0.0,3.0,11.0,0.0,0.0,18.7875,male,A10,C
733.0,0.0,2.0,22.16306939482879,0.0,0.0,0.0,male,A10,S
734.0,0.0,2.0,23.0,0.0,0.0,13.0,male,A10,S
735.0,0.0,2.0,23.0,0.0,0.0,13.0,male,A10,S
736.0,0.0,3.0,28.5,0.0,0.0,16.1,male,A10,S
737.0,0.0,3.0,48.0,1.0,3.0,34.375,female,A10,S
738.0,1.0,1.0,35.0,0.0,0.0,512.3292,male,B101,C
739.0,0.0,3.0,26.30350641866444,0.0,0.0,7.8958,male,A10,S
740.0,0.0,3.0,26.958717883431795,0.0,0.0,7.8958,male,A10,S
741.0,1.0,1.0,30.25706498172119,0.0,0.0,30.0,male,D45,S
742.0,0.0,1.0,36.0,1.0,0.0,78.85,male,C46,S
743.0,1.0,1.0,21.0,2.0,2.0,262.375,female,B57 B59 B63 B66,C
744.0,0.0,3.0,24.0,1.0,0.0,16.1,male,A10,S
745.0,1.0,3.0,31.0,0.0,0.0,7.925,male,A10,S
746.0,0.0,1.0,70.0,1.0,1.0,71.0,male,B22,S
747.0,0.0,3.0,16.0,1.0,1.0,20.25,male,A10,S
748.0,1.0,2.0,30.0,0.0,0.0,13.0,female,A10,S
749.0,0.0,1.0,19.0,1.0,0.0,53.1,male,D30,S
750.0,0.0,3.0,31.0,0.0,0.0,7.75,male,A10,Q
751.0,1.0,2.0,4.0,1.0,1.0,23.0,female,A10,S
752.0,1.0,3.0,6.0,0.0,1.0,12.475,male,E121,S
753.0,0.0,3.0,33.0,0.0,0.0,9.5,male,A10,S
754.0,0.0,3.0,23.0,0.0,0.0,7.8958,male,A10,S
755.0,1.0,2.0,48.0,1.0,2.0,65.0,female,A10,S
756.0,1.0,2.0,0.67,1.0,1.0,14.5,male,A10,S
757.0,0.0,3.0,28.0,0.0,0.0,7.7958,male,A10,S
758.0,0.0,2.0,18.0,0.0,0.0,11.5,male,A10,S
759.0,0.0,3.0,34.0,0.0,0.0,8.05,male,A10,S
760.0,1.0,1.0,33.0,0.0,0.0,86.5,female,B77,S
761.0,0.0,3.0,19.404117008657575,0.0,0.0,14.5,male,A10,S
762.0,0.0,3.0,41.0,0.0,0.0,7.125,male,A10,S
763.0,1.0,3.0,20.0,0.0,0.0,7.2292,male,A10,C
764.0,1.0,1.0,36.0,1.0,2.0,120.0,female,B96 B98,S
765.0,0.0,3.0,16.0,0.0,0.0,7.775,male,A10,S
766.0,1.0,1.0,51.0,1.0,0.0,77.9583,female,D11,S
