PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex,Cabin,Embarked
383.0,0.0,3.0,32.0,0.0,0.0,7.925,male,A10,S
384.0,1.0,1.0,35.0,1.0,0.0,52.0,female,A10,S
385.0,0.0,3.0,29.162897582580666,0.0,0.0,7.8958,male,A10,S
386.0,0.0,2.0,18.0,0.0,0.0,73.5,male,A10,S
387.0,0.0,3.0,1.0,5.0,2.0,46.9,male,A10,S
388.0,1.0,2.0,36.0,0.0,0.0,13.0,female,A10,S
389.0,0.0,3.0,31.48938522958448,0.0,0.0,7.7292,male,A10,Q
390.0,1.0,2.0,17.0,0.0,0.0,12.0,female,A10,C
391.0,1.0,1.0,36.0,1.0,2.0,120.0,male,B96 B98,S
392.0,1.0,3.0,21.0,0.0,0.0,7.7958,male,A10,S
393.0,0.0,3.0,28.0,2.0,0.0,7.925,male,A10,S
394.0,1.0,1.0,23.0,1.0,0.0,113.275,female,D36,C
395.0,1.0,3.0,24.0,0.0,2.0,16.7,female,G6,S
396.0,0.0,3.0,22.0,0.0,0.0,7.7958,male,A10,S
397.0,0.0,3.0,31.0,0.0,0.0,7.8542,female,A10,S
398.0,0.0,2.0,46.0,0.0,0.0,26.0,male,A10,S
399.0,0.0,2.0,23.0,0.0,0.0,10.5,male,A10,S
400.0,1.0,2.0,28.0,0.0,0.0,12.65,female,A10,S
401.0,1.0,3.0,39.0,0.0,0.0,7.925,male,A10,S
402.0,0.0,3.0,26.0,0.0,0.0,8.05,male,A10,S
403.0,0.0,3.0,21.0,1.0,0.0,9.825,female,A10,S
404.0,0.0,3.0,28.0,1.0,0.0,15.85,male,A10,S
405.0,0.0,3.0,20.0,0.0,0.0,8.6625,female,A10,S
406.0,0.0,2.0,34.0,1.0,0.0,21.0,male,A10,S
407.0,0.0,3.0,51.0,0.0,0.0,7.75,male,A10,S
408.0,1.0,2.0,3.0,1.0,1.0,18.75,male,A10,S
409.0,0.0,3.0,21.0,0.0,0.0,7.775,male,A10,S
410.0,0.0,3.0,15.980617355032223,3.0,1.0,25.4667,female,A10,S
411.0,0.0,3.0,29.169468773757753,0.0,0.0,7.8958,male,A10,S
412.0,0.0,3.0,31.50200520003764,0.0,0.0,6.8583,male,A10,Q
413.0,1.0,1.0,33.0,1.0,0.0,90.0,female,C78,Q
414.0,0.0,2.0,37.189574636662016,0.0,0.0,0.0,male,A10,S
415.0,1.0,3.0,44.0,0.0,0.0,7.925,male,A10,S
416.0,0.0,3.0,29.23568757564105,0.0,0.0,8.05,female,A10,S
417.0,1.0,2.0,34.0,1.0,1.0,32.5,female,A10,S
418.0,1.0,2.0,18.0,0.0,2.0,13.0,female,A10,S
419.0,0.0,2.0,30.0,0.0,0.0,13.0,male,A10,S
420.0,0.0,3.0,10.0,0.0,2.0,24.15,female,A10,S
421.0,0.0,3.0,27.043466293523593,0.0,0.0,7.8958,male,A10,C
422.0,0.0,3.0,21.0,0.0,0.0,7.7333,male,A10,Q
423.0,0.0,3.0,29.0,0.0,0.0,7.875,male,A10,S
424.0,0.0,3.0,28.0,1.0,1.0,14.4,female,A10,S
425.0,0.0,3.0,18.0,1.0,1.0,20.2125,male,A10,S
426.0,0.0,3.0,29.178307447490365,0.0,0.0,7.25,male,A10,S
427.0,1.0,2.0,28.0,1.0,0.0,26.0,female,A10,S
428.0,1.0,2.0,19.0,0.0,0.0,26.0,female,A10,S
429.0,0.0,3.0,31.49933218073506,0.0,0.0,7.75,male,A10,Q
430.0,1.0,3.0,32.0,0.0,0.0,8.05,male,E10,S
431.0,1.0,1.0,28.0,0.0,0.0,26.55,male,C52,S
432.0,1.0,3.0,18.51591172315596,1.0,0.0,16.1,female,A10,S
433.0,1.0,2.0,42.0,1.0,0.0,26.0,female,A10,S
434.0,0.0,3.0,17.0,0.0,0.0,7.125,male,A10,S
435.0,0.0,1.0,50.0,1.0,0.0,55.9,male,E44,S
436.0,1.0,1.0,14.0,1.0,2.0,120.0,female,B96 B98,S
437.0,0.0,3.0,21.0,2.0,2.0,34.375,female,A10,S
438.0,1.0,2.0,24.0,2.0,3.0,18.75,female,A10,S
439.0,0.0,1.0,64.0,1.0,4.0,263.0,male,C23 C25 C27,S
440.0,0.0,2.0,31.0,0.0,0.0,10.5,male,A10,S
441.0,1.0,2.0,45.0,1.0,1.0,26.25,female,A10,S
442.0,0.0,3.0,20.0,0.0,0.0,9.5,male,A10,S
443.0,0.0,3.0,25.0,1.0,0.0,7.775,male,A10,S
444.0,1.0,2.0,28.0,0.0,0.0,13.0,female,A10,S
445.0,1.0,3.0,22.71649299589813,0.0,0.0,8.1125,male,A10,S
446.0,1.0,1.0,4.0,0.0,2.0,81.8583,male,A34,S
447.0,1.0,2.0,13.0,0.0,1.0,19.5,female,A10,S
448.0,1.0,1.0,34.0,0.0,0.0,26.55,male,A10,S
449.0,1.0,3.0,5.0,2.0,1.0,19.2583,female,A10,C
450.0,1.0,1.0,52.0,0.0,0.0,30.5,male,C104,S
451.0,0.0,2.0,36.0,1.0,2.0,27.75,male,A10,S
452.0,0.0,3.0,24.884458975796036,1.0,0.0,19.9667,male,A10,S
453.0,0.0,1.0,30.0,0.0,0.0,27.75,male,C111,C
454.0,1.0,1.0,49.0,1.0,0.0,89.1042,male,C92,C
455.0,0.0,3.0,29.179384016986127,0.0,0.0,8.05,male,A10,S
456.0,1.0,3.0,29.0,0.0,0.0,7.8958,male,A10,C
457.0,0.0,1.0,65.0,0.0,0.0,26.55,male,E38,S
458.0,1.0,1.0,34.15822904278677,1.0,0.0,51.8625,female,D21,S
459.0,1.0,2.0,50.0,0.0,0.0,10.5,female,A10,S
460.0,0.0,3.0,31.507167062523123,0.0,0.0,7.75,male,A10,Q
461.0,1.0,1.0,48.0,0.0,0.0,26.55,male,E12,S
462.0,0.0,3.0,34.0,0.0,0.0,8.05,male,A10,S
463.0,0.0,1.0,47.0,0.0,0.0,38.5,male,E63,S
464.0,0.0,2.0,48.0,0.0,0.0,13.0,male,A10,S
465.0,0.0,3.0,29.181911398208083,0.0,0.0,8.05,male,A10,S
466.0,0.0,3.0,38.0,0.0,0.0,7.05,male,A10,S
467.0,0.0,2.0,37.202969757138376,0.0,0.0,0.0,male,A10,S
468.0,0.0,1.0,56.0,0.0,0.0,26.55,male,A10,S
469.0,0.0,3.0,31.50963710674938,0.0,0.0,7.725,male,A10,Q
470.0,1.0,3.0,0.75,2.0,1.0,19.2583,female,A10,C
471.0,0.0,3.0,29.18968066298917,0.0,0.0,7.25,male,A10,S
472.0,0.0,3.0,38.0,0.0,0.0,8.6625,male,A10,S
473.0,1.0,2.0,33.0,1.0,2.0,27.75,female,A10,S
474.0,1.0,2.0,23.0,0.0,0.0,13.7917,female,D,C
475.0,0.0,3.0,22.0,0.0,0.0,9.8375,female,A10,S
476.0,0.0,1.0,44.75644377707857,0.0,0.0,52.0,male,A14,S
477.0,0.0,2.0,34.0,1.0,0.0,21.0,male,A10,S
478.0,0.0,3.0,29.0,1.0,0.0,7.0458,male,A10,S
479.0,0.0,3.0,22.0,0.0,0.0,7.5208,male,A10,S
480.0,1.0,3.0,2.0,0.0,1.0,12.2875,female,A10,S
481.0,0.0,3.0,9.0,5.0,2.0,46.9,male,A10,S
482.0,0.0,2.0,37.20676082897131,0.0,0.0,0.0,male,A10,S
483.0,0.0,3.0,50.0,0.0,0.0,8.05,male,A10,S
484.0,1.0,3.0,63.0,0.0,0.0,9.5875,female,A10,S
485.0,1.0,1.0,25.0,1.0,0.0,91.0792,male,B49,C
486.0,0.0,3.0,15.999825452319087,3.0,1.0,25.4667,female,A10,S
487.0,1.0,1.0,35.0,1.0,0.0,90.0,female,C93,S
488.0,0.0,1.0,58.0,0.0,0.0,29.7,male,B37,C
489.0,0.0,3.0,30.0,0.0,0.0,8.05,male,A10,S
490.0,1.0,3.0,9.0,1.0,1.0,15.9,male,A10,S
491.0,0.0,3.0,24.894315762561664,1.0,0.0,19.9667,male,A10,S
492.0,0.0,3.0,21.0,0.0,0.0,7.25,male,A10,S
493.0,0.0,1.0,55.0,0.0,0.0,30.5,male,C30,S
494.0,0.0,1.0,71.0,0.0,0.0,49.5042,male,A10,C
495.0,0.0,3.0,21.0,0.0,0.0,8.05,male,A10,S
496.0,0.0,3.0,27.011128856982733,0.0,0.0,14.4583,male,A10,C
497.0,1.0,1.0,54.0,1.0,0.0,78.2667,female,D20,C
498.0,0.0,3.0,29.135148638568307,0.0,0.0,15.1,male,A10,S
499.0,0.0,1.0,25.0,1.0,2.0,151.55,female,C22 C26,S
500.0,0.0,3.0,24.0,0.0,0.0,7.7958,male,A10,S
501.0,0.0,3.0,17.0,0.0,0.0,8.6625,male,A10,S
502.0,0.0,3.0,21.0,0.0,0.0,7.75,female,A10,Q
503.0,0.0,3.0,31.585139325441325,0.0,0.0,7.6292,female,A10,Q
504.0,0.0,3.0,37.0,0.0,0.0,9.5875,female,A10,S
505.0,1.0,1.0,16.0,0.0,0.0,86.5,female,B79,S
506.0,0.0,1.0,18.0,1.0,0.0,108.9,male,C65,C
507.0,1.0,2.0,33.0,0.0,2.0,26.0,female,A10,S
508.0,1.0,1.0,38.50357460671229,0.0,0.0,26.55,male,A10,S
509.0,0.0,3.0,28.0,0.0,0.0,22.525,male,A10,S
510.0,1.0,3.0,26.0,0.0,0.0,56.4958,male,A10,S
511.0,1.0,3.0,29.0,0.0,0.0,7.75,male,A10,Q
512.0,0.0,3.0,29.193790089951275,0.0,0.0,8.05,male,A10,S
513.0,1.0,1.0,36.0,0.0,0.0,26.2875,male,E25,S
514.0,1.0,1.0,54.0,1.0,0.0,59.4,female,A10,C
515.0,0.0,3.0,24.0,0.0,0.0,7.4958,male,A10,S
516.0,0.0,1.0,47.0,0.0,0.0,34.0208,male,D46,S
517.0,1.0,2.0,34.0,0.0,0.0,10.5,female,F33,S
518.0,0.0,3.0,31.393642734628262,0.0,0.0,24.15,male,A10,Q
519.0,1.0,2.0,36.0,1.0,0.0,26.0,female,A10,S
520.0,0.0,3.0,32.0,0.0,0.0,7.8958,male,A10,S
521.0,1.0,1.0,30.0,0.0,0.0,93.5,female,B73,S
522.0,0.0,3.0,22.0,0.0,0.0,7.8958,male,A10,S
523.0,0.0,3.0,27.07448858501372,0.0,0.0,7.225,male,A10,C
524.0,1.0,1.0,44.0,0.0,1.0,57.9792,female,B18,C
525.0,0.0,3.0,27.074961233868862,0.0,0.0,7.2292,male,A10,C
526.0,0.0,3.0,40.5,0.0,0.0,7.75,male,A10,Q
527.0,1.0,2.0,50.0,0.0,0.0,10.5,female,A10,S
528.0,0.0,1.0,43.44258428199927,0.0,0.0,221.7792,male,C95,S
529.0,0.0,3.0,39.0,0.0,0.0,7.925,male,A10,S
530.0,0.0,2.0,23.0,2.0,1.0,11.5,male,A10,S
531.0,1.0,2.0,2.0,1.0,1.0,26.0,female,A10,S
532.0,0.0,3.0,27.07673040072423,0.0,0.0,7.2292,male,A10,C
533.0,0.0,3.0,17.0,1.0,1.0,7.2292,male,A10,C
534.0,1.0,3.0,19.53657537421148,0.0,2.0,22.3583,female,A10,C
535.0,0.0,3.0,30.0,0.0,0.0,8.6625,female,A10,S
536.0,1.0,2.0,7.0,0.0,2.0,26.25,female,A10,S
537.0,0.0,1.0,45.0,0.0,0.0,26.55,male,B38,S
538.0,1.0,1.0,30.0,0.0,0.0,106.425,female,A10,C
539.0,0.0,3.0,29.150200528614263,0.0,0.0,14.5,male,A10,S
540.0,1.0,1.0,22.0,0.0,2.0,49.5,female,B39,C
541.0,1.0,1.0,36.0,0.0,2.0,71.0,female,B22,S
542.0,0.0,3.0,9.0,4.0,2.0,31.275,female,A10,S
543.0,0.0,3.0,11.0,4.0,2.0,31.275,female,A10,S
544.0,1.0,2.0,32.0,1.0,0.0,26.0,male,A10,S
545.0,0.0,1.0,50.0,1.0,0.0,106.425,male,C86,C
546.0,0.0,1.0,64.0,0.0,0.0,26.0,male,A10,S
547.0,1.0,2.0,19.0,1.0,0.0,26.0,female,A10,S
548.0,1.0,2.0,28.526686621887574,0.0,0.0,13.8625,male,A10,C
549.0,0.0,3.0,33.0,1.0,1.0,20.525,male,A10,S
550.0,1.0,2.0,8.0,1.0,1.0,36.75,male,A10,S
551.0,1.0,1.0,17.0,0.0,2.0,110.8833,male,C70,C
552.0,0.0,2.0,27.0,0.0,0.0,26.0,male,A10,S
553.0,0.0,3.0,31.530052677118576,0.0,0.0,7.8292,male,A10,Q
554.0,1.0,3.0,22.0,0.0,0.0,7.225,male,A10,C
555.0,1.0,3.0,22.0,0.0,0.0,7.775,female,A10,S
556.0,0.0,1.0,62.0,0.0,0.0,26.55,male,A10,S
557.0,1.0,1.0,48.0,1.0,0.0,39.6,female,A16,C
558.0,0.0,1.0,41.276727132504206,0.0,0.0,227.525,male,A10,C
559.0,1.0,1.0,39.0,1.0,1.0,79.65,female,E67,S
560.0,1.0,3.0,36.0,1.0,0.0,17.4,female,A10,S
561.0,0.0,3.0,31.532693612864882,0.0,0.0,7.75,male,A10,Q
562.0,0.0,3.0,40.0,0.0,0.0,7.8958,male,A10,S
563.0,0.0,2.0,28.0,0.0,0.0,13.5,male,A10,S
564.0,0.0,3.0,29.20693247230545,0.0,0.0,8.05,male,A10,S
565.0,0.0,3.0,29.273345555848202,0.0,0.0,8.05,female,A10,S
566.0,0.0,3.0,24.0,2.0,0.0,24.15,male,A10,S
567.0,0.0,3.0,19.0,0.0,0.0,7.8958,male,A10,S
568.0,0.0,3.0,29.0,0.0,4.0,21.075,female,A10,S
569.0,0.0,3.0,27.08608171124547,0.0,0.0,7.2292,male,A10,C
570.0,1.0,3.0,32.0,0.0,0.0,7.8542,male,A10,S
571.0,1.0,2.0,62.0,0.0,0.0,10.5,male,A10,S
572.0,1.0,1.0,53.0,2.0,0.0,51.4792,female,C101,S
573.0,1.0,1.0,36.0,0.0,0.0,26.3875,male,E25,S
574.0,1.0,3.0,25.142264416824183,0.0,0.0,7.75,female,A10,Q
575.0,0.0,3.0,16.0,0.0,0.0,8.05,male,A10,S
576.0,0.0,3.0,19.0,0.0,0.0,14.5,male,A10,S
577.0,1.0,2.0,34.0,0.0,0.0,13.0,female,A10,S
578.0,1.0,1.0,39.0,1.0,0.0,55.9,female,E44,S
579.0,0.0,3.0,22.89724110388722,1.0,0.0,14.4583,female,A10,C
580.0,1.0,3.0,32.0,0.0,0.0,7.925,male,A10,S
581.0,1.0,2.0,25.0,1.0,1.0,30.0,female,A10,S
582.0,1.0,1.0,39.0,1.0,1.0,110.8833,female,C68,C
583.0,0.0,2.0,54.0,0.0,0.0,26.0,male,A10,S
584.0,0.0,1.0,36.0,0.0,0.0,40.125,male,A10,C
585.0,0.0,3.0,27.078531981563263,0.0,0.0,8.7125,male,A10,C
586.0,1.0,1.0,18.0,0.0,2.0,79.65,female,E68,S
587.0,0.0,2.0,47.0,0.0,0.0,15.0,male,A10,S
588.0,1.0,1.0,60.0,1.0,1.0,79.2,male,B41,C
589.0,0.0,3.0,22.0,0.0,0.0,8.05,male,A10,S
590.0,0.0,3.0,29.213503663482534,0.0,0.0,8.05,male,A10,S
591.0,0.0,3.0,35.0,0.0,0.0,7.125,male,A10,S
592.0,1.0,1.0,52.0,1.0,0.0,78.2667,female,D20,C
593.0,0.0,3.0,47.0,0.0,0.0,7.25,male,A10,S
594.0,0.0,3.0,30.57849833250559,0.0,2.0,7.75,female,A10,Q
595.0,0.0,2.0,37.0,1.0,0.0,26.0,male,A10,S
596.0,0.0,3.0,36.0,1.0,1.0,24.15,male,A10,S
597.0,1.0,2.0,30.58418143441817,0.0,0.0,33.0,female,A10,S
598.0,0.0,3.0,49.0,0.0,0.0,0.0,male,A10,S
599.0,0.0,3.0,27.093696682300592,0.0,0.0,7.225,male,A10,C
600.0,1.0,1.0,49.0,1.0,0.0,56.9292,male,A20,C
601.0,1.0,2.0,24.0,2.0,1.0,27.0,female,A10,S
602.0,0.0,3.0,29.217741755097116,0.0,0.0,7.8958,male,A10,S
603.0,0.0,1.0,44.86357555117141,0.0,0.0,42.4,male,A10,S
604.0,0.0,3.0,44.0,0.0,0.0,8.05,male,A10,S
605.0,1.0,1.0,35.0,0.0,0.0,26.55,male,A10,C
606.0,0.0,3.0,36.0,1.0,0.0,15.55,male,A10,S
607.0,0.0,3.0,30.0,0.0,0.0,7.8958,male,A10,S
608.0,1.0,1.0,27.0,0.0,0.0,30.5,male,A10,S
609.0,1.0,2.0,22.0,1.0,2.0,41.5792,female,A10,C
610.0,1.0,1.0,40.0,0.0,0.0,153.4625,female,C125,S
611.0,0.0,3.0,39.0,1.0,5.0,31.275,female,A10,S
612.0,0.0,3.0,29.226879947230728,0.0,0.0,7.05,male,A10,S
613.0,1.0,3.0,20.89052149171735,1.0,0.0,15.5,female,A10,Q
614.0,0.0,3.0,31.54608873334125,0.0,0.0,7.75,male,A10,Q
615.0,0.0,3.0,35.0,0.0,0.0,8.05,male,A10,S
616.0,1.0,2.0,24.0,1.0,2.0,65.0,female,A10,S
617.0,0.0,3.0,34.0,1.0,1.0,14.4,male,A10,S
618.0,0.0,3.0,26.0,1.0,0.0,16.1,female,A10,S
619.0,1.0,2.0,4.0,2.0,1.0,39.0,female,F4,S
620.0,0.0,2.0,26.0,0.0,0.0,10.5,male,A10,S
621.0,0.0,3.0,27.0,1.0,0.0,14.4542,male,A10,C
622.0,1.0,1.0,42.0,1.0,0.0,52.5542,male,D19,S
623.0,1.0,3.0,20.0,1.0,1.0,15.7417,male,A10,C
624.0,0.0,3.0,21.0,0.0,0.0,7.8542,male,A10,S
625.0,0.0,3.0,21.0,0.0,0.0,16.1,male,A10,S
626.0,0.0,1.0,61.0,0.0,0.0,32.3208,male,D50,S
627.0,0.0,2.0,57.0,0.0,0.0,12.35,male,A10,Q
628.0,1.0,1.0,21.0,0.0,0.0,77.9583,female,D9,S
629.0,0.0,3.0,26.0,0.0,0.0,7.8958,male,A10,S
630.0,0.0,3.0,31.55026307124888,0.0,0.0,7.7333,male,A10,Q
631.0,1.0,1.0,80.0,0.0,0.0,30.0,male,A23,S
632.0,0.0,3.0,51.0,0.0,0.0,7.0542,male,A10,S
633.0,1.0,1.0,32.0,0.0,0.0,30.5,male,B50,C
634.0,0.0,1.0,45.20281074349884,0.0,0.0,0.0,male,A10,S
635.0,0.0,3.0,9.0,3.0,2.0,27.9,female,A10,S
636.0,1.0,2.0,28.0,0.0,0.0,13.0,female,A10,S
637.0,0.0,3.0,32.0,0.0,0.0,7.925,male,A10,S
638.0,0.0,2.0,31.0,1.0,1.0,26.25,male,A10,S
639.0,0.0,3.0,41.0,0.0,5.0,39.6875,female,A10,S
640.0,0.0,3.0,24.962196044201896,1.0,0.0,16.1,male,A10,S
641.0,0.0,3.0,20.0,0.0,0.0,7.8542,male,A10,S
642.0,1.0,1.0,24.0,0.0,0.0,69.3,female,B35,C
643.0,0.0,3.0,2.0,3.0,2.0,27.9,female,A10,S
644.0,1.0,3.0,22.388621829268843,0.0,0.0,56.4958,male,A10,S
645.0,1.0,3.0,0.75,2.0,1.0,19.2583,female,A10,C
646.0,1.0,1.0,48.0,1.0,0.0,76.7292,male,D33,C
647.0,0.0,3.0,19.0,0.0,0.0,7.8958,male,A10,S
648.0,1.0,1.0,56.0,0.0,0.0,35.5,male,A26,C
649.0,0.0,3.0,29.232323235222022,0.0,0.0,7.55,male,A10,S
650.0,1.0,3.0,23.0,0.0,0.0,7.55,female,A10,S
651.0,0.0,3.0,29.230125923084703,0.0,0.0,7.8958,male,A10,S
652.0,1.0,2.0,18.0,0.0,1.0,23.0,female,A10,S
653.0,0.0,3.0,21.0,0.0,0.0,8.4333,male,A10,S
654.0,1.0,3.0,25.16186443583109,0.0,0.0,7.8292,female,A10,Q
655.0,0.0,3.0,18.0,0.0,0.0,6.75,female,A10,Q
656.0,0.0,2.0,24.0,2.0,0.0,73.5,male,A10,S
657.0,0.0,3.0,29.231642351817875,0.0,0.0,7.8958,male,A10,S
658.0,0.0,3.0,32.0,1.0,1.0,15.5,female,A10,Q
659.0,0.0,2.0,23.0,0.0,0.0,13.0,male,A10,S
660.0,0.0,1.0,58.0,0.0,2.0,113.275,male,D48,C
661.0,1.0,1.0,50.0,2.0,0.0,133.65,male,A10,S
662.0,0.0,3.0,40.0,0.0,0.0,7.225,male,A10,C
663.0,0.0,1.0,47.0,0.0,0.0,25.5875,male,E58,S
664.0,0.0,3.0,36.0,0.0,0.0,7.4958,male,A10,S
665.0,1.0,3.0,20.0,1.0,0.0,7.925,male,A10,S
666.0,0.0,2.0,32.0,2.0,0.0,73.5,male,A10,S
667.0,0.0,2.0,25.0,0.0,0.0,13.0,male,A10,S
668.0,0.0,3.0,29.235366649405265,0.0,0.0,7.775,male,A10,S
669.0,0.0,3.0,43.0,0.0,0.0,8.05,male,A10,S
670.0,1.0,1.0,37.484047433263726,1.0,0.0,52.0,female,C126,S
671.0,1.0,2.0,40.0,1.0,1.0,39.0,female,A10,S
672.0,0.0,1.0,31.0,1.0,0.0,52.0,male,B71,S
673.0,0.0,2.0,70.0,0.0,0.0,10.5,male,A10,S
674.0,1.0,2.0,31.0,0.0,0.0,13.0,male,A10,S
675.0,0.0,2.0,37.25553928655507,0.0,0.0,0.0,male,A10,S
676.0,0.0,3.0,18.0,0.0,0.0,7.775,male,A10,S
677.0,0.0,3.0,24.5,0.0,0.0,8.05,male,A10,S
678.0,1.0,3.0,18.0,0.0,0.0,9.8417,female,A10,S
679.0,0.0,3.0,43.0,1.0,6.0,46.9,female,A10,S
680.0,1.0,1.0,36.0,0.0,1.0,512.3292,male,B51 B53 B55,C
681.0,0.0,3.0,31.626153815488205,0.0,0.0,8.1375,female,A10,Q
682.0,1.0,1.0,27.0,0.0,0.0,76.7292,male,D49,C
683.0,0.0,3.0,20.0,0.0,0.0,9.225,male,A10,S
684.0,0.0,3.0,14.0,5.0,2.0,46.9,male,A10,S
685.0,0.0,2.0,60.0,1.0,1.0,39.0,male,A10,S
686.0,0.0,2.0,25.0,1.0,2.0,41.5792,male,A10,C
687.0,0.0,3.0,14.0,4.0,1.0,39.6875,male,A10,S
688.0,0.0,3.0,19.0,0.0,0.0,10.1708,male,A10,S
689.0,0.0,3.0,18.0,0.0,0.0,7.7958,male,A10,S
690.0,1.0,1.0,15.0,0.0,1.0,211.3375,female,B5,S
691.0,1.0,1.0,31.0,1.0,0.0,57.0,male,B20,S
692.0,1.0,3.0,4.0,0.0,1.0,13.4167,female,A10,C
693.0,1.0,3.0,22.401005997256426,0.0,0.0,56.4958,male,A10,S
694.0,0.0,3.0,25.0,0.0,0.0,7.225,male,A10,C
695.0,0.0,1.0,60.0,0.0,0.0,26.55,male,A10,S
696.0,0.0,2.0,52.0,0.0,0.0,13.5,male,A10,S
697.0,0.0,3.0,44.0,0.0,0.0,8.05,male,A10,S
698.0,1.0,3.0,25.17373447192894,0.0,0.0,7.7333,female,A10,Q
699.0,0.0,1.0,49.0,1.0,1.0,110.8833,male,C68,C
700.0,0.0,3.0,42.0,0.0,0.0,7.65,male,F G63,S
701.0,1.0,1.0,18.0,1.0,0.0,227.525,female,C62 C64,C
702.0,1.0,1.0,35.0,0.0,0.0,26.2875,male,E24,S
703.0,0.0,3.0,18.0,0.0,1.0,14.4542,female,A10,C
704.0,0.0,3.0,25.0,0.0,0.0,7.7417,male,A10,Q
705.0,0.0,3.0,26.0,1.0,0.0,7.8542,male,A10,S
706.0,0.0,2.0,39.0,0.0,0.0,26.0,male,A10,S
707.0,1.0,2.0,45.0,0.0,0.0,13.5,female,A10,S
708.0,1.0,1.0,42.0,0.0,0.0,26.2875,male,E24,S
709.0,1.0,1.0,22.0,0.0,0.0,151.55,female,A10,S
710.0,1.0,3.0,15.883811188033675,1.0,1.0,15.2458,male,A10,C
711.0,1.0,1.0,24.0,0.0,0.0,49.5042,female,C90,C
712.0,0.0,1.0,45.15598714048979,0.0,0.0,26.55,male,C124,S
713.0,1.0,1.0,48.0,1.0,0.0,52.0,male,C126,S
714.0,0.0,3.0,29.0,0.0,0.0,9.4833,male,A10,S
715.0,0.0,2.0,52.0,0.0,0.0,13.0,male,A10,S
716.0,0.0,3.0,19.0,0.0,0.0,7.65,male,F G73,S
717.0,1.0,1.0,38.0,0.0,0.0,227.525,female,C45,C
718.0,1.0,2.0,27.0,0.0,0.0,10.5,female,E101,S
719.0,0.0,3.0,31.51205188695764,0.0,0.0,15.5,male,A10,Q
720.0,0.0,3.0,33.0,0.0,0.0,7.775,male,A10,S
721.0,1.0,2.0,6.0,0.0,1.0,33.0,female,A10,S
722.0,0.0,3.0,17.0,1.0,0.0,7.0542,male,A10,S
723.0,0.0,2.0,34.0,0.0,0.0,13.0,male,A10,S
724.0,0.0,2.0,50.0,0.0,0.0,13.0,male,A10,S
725.0,1.0,1.0,27.0,1.0,0.0,53.1,male,E8,S
726.0,0.0,3.0,20.0,0.0,0.0,8.6625,male,A10,S
727.0,1.0,2.0,30.0,3.0,0.0,21.0,female,A10,S
728.0,1.0,3.0,25.18128378820556,0.0,0.0,7.7375,female,A10,Q
729.0,0.0,2.0,25.0,1.0,0.0,26.0,male,A10,S
730.0,0.0,3.0,25.0,1.0,0.0,7.925,female,A10,S
731.0,1.0,1.0,29.0,0.0,0.0,211.3375,female,B5,S
732.0,0.0,3.0,11.0,0.0,0.0,18.7875,male,A10,C
733.0,0.0,2.0,37.27019809764242,0.0,0.0,0.0,male,A10,S
734.0,0.0,2.0,23.0,0.0,0.0,13.0,male,A10,S
735.0,0.0,2.0,23.0,0.0,0.0,13.0,male,A10,S
736.0,0.0,3.0,28.5,0.0,0.0,16.1,male,A10,S
737.0,0.0,3.0,48.0,1.0,3.0,34.375,female,A10,S
738.0,1.0,1.0,35.0,0.0,0.0,512.3292,male,B101,C
739.0,0.0,3.0,29.25236687783792,0.0,0.0,7.8958,male,A10,S
740.0,0.0,3.0,29.252619615960114,0.0,0.0,7.8958,male,A10,S
741.0,1.0,1.0,38.53549723372754,0.0,0.0,30.0,male,D45,S
742.0,0.0,1.0,36.0,1.0,0.0,78.85,male,C46,S
743.0,1.0,1.0,21.0,2.0,2.0,262.375,female,B57 B59 B63 B66,C
744.0,0.0,3.0,24.0,1.0,0.0,16.1,male,A10,S
745.0,1.0,3.0,31.0,0.0,0.0,7.925,male,A10,S
746.0,0.0,1.0,70.0,1.0,1.0,71.0,male,B22,S
747.0,0.0,3.0,16.0,1.0,1.0,20.25,male,A10,S
748.0,1.0,2.0,30.0,0.0,0.0,13.0,female,A10,S
749.0,0.0,1.0,19.0,1.0,0.0,53.1,male,D30,S
750.0,0.0,3.0,31.0,0.0,0.0,7.75,male,A10,Q
751.0,1.0,2.0,4.0,1.0,1.0,23.0,female,A10,S
752.0,1.0,3.0,6.0,0.0,1.0,12.475,male,E121,S
753.0,0.0,3.0,33.0,0.0,0.0,9.5,male,A10,S
754.0,0.0,3.0,23.0,0.0,0.0,7.8958,male,A10,S
755.0,1.0,2.0,48.0,1.0,2.0,65.0,female,A10,S
756.0,1.0,2.0,0.67,1.0,1.0,14.5,male,A10,S
757.0,0.0,3.0,28.0,0.0,0.0,7.7958,male,A10,S
758.0,0.0,2.0,18.0,0.0,0.0,11.5,male,A10,S
759.0,0.0,3.0,34.0,0.0,0.0,8.05,male,A10,S
760.0,1.0,1.0,33.0,0.0,0.0,86.5,female,B77,S
761.0,0.0,3.0,29.206308391741693,0.0,0.0,14.5,male,A10,S
762.0,0.0,3.0,41.0,0.0,0.0,7.125,male,A10,S
763.0,1.0,3.0,20.0,0.0,0.0,7.2292,male,A10,C
764.0,1.0,1.0,36.0,1.0,2.0,120.0,female,B96 B98,S
765.0,0.0,3.0,16.0,0.0,0.0,7.775,male,A10,S
766.0,1.0,1.0,51.0,1.0,0.0,77.9583,female,D11,S
